project_id,project_path,project_name,file_count,workbook_count,allowed_contract_workbook_count,allowed_material_list_workbook_count,allowed_supporting_workbook_count,forbidden_production_control_file_count,forbidden_electrical_drawing_count,completed_production_drawing_reference_count,completed_sheetmetal_drawing_reference_count,completed_punch_drawing_reference_count,has_all_three_completed_targets,has_forbidden_sources,generator_candidate_status,notes
1110101,111年度工作\111年度工作\111年度訂單(已完成)\1110101飛達鳥嘴潭下游送水管E-2,1110101飛達鳥嘴潭下游送水管E-2,10,5,2,0,0,0,0,1,1,1,True,False,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110102,111年度工作\111年度工作\111年度訂單(已完成)\1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程,1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程,31,6,0,0,0,8,2,3,4,3,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110103,111年度工作\111年度工作\111年度訂單(已完成)\1110103國倫水電控制箱,1110103國倫水電控制箱,17,6,0,1,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110104,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\1110104生管文件,1110104飛達機電屏東縣林邊溪伏流水,21,9,2,1,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110105,111年度工作\111年度工作\111年度訂單(已完成)\1110105宇博彰化番雅橋前操作箱,1110105宇博彰化番雅橋前操作箱,4,2,0,1,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1110202,111年度工作\111年度工作\111年度訂單(已完成)\1110202宇博鹽埔及竹田淨水場,1110202宇博鹽埔及竹田淨水場,21,10,2,1,0,8,1,0,1,1,False,True,WORKSHEET_REVIEW_REQUIRED,
1110203,111年度工作\111年度工作\111年度訂單(已完成)\1110203宇博高雄廠大樹深井,1110203宇博高雄廠大樹深井,22,10,2,1,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110204,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計,1110204宇博義竹所六區受支援水量計,23,9,1,1,0,8,1,1,2,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110205,111年度工作\111年度工作\111年度訂單(已完成)\1110205昕辰嘉義縣中埔鄉頂寮村橫坑供水,1110205昕辰嘉義縣中埔鄉頂寮村橫坑供水,25,10,1,1,0,8,1,2,2,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110206,111年度工作\111年度工作\111年度訂單(已完成)\1110206榮陳義竹所傳訊箱修改,1110206榮陳義竹所傳訊箱修改,3,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1110301,111年度工作\111年度工作\111年度訂單(已完成)\1110301三裕正下營鐵道綠廊道\1110301生管文件,1110301三裕正下營鐵道綠廊道,16,4,0,1,0,8,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1110309,111年度工作\111年度工作\111年度訂單(已完成)\1110309西富-聯電用箱S3二次配,1110309西富-聯電用箱S3二次配,7,0,0,0,0,0,1,0,3,0,False,True,NO_APPROVED_WORKSHEETS,
1110402,111年度工作\111年度工作\111年度訂單(已完成)\1110402西富-工具箱S3二次配,1110402西富-工具箱S3二次配,7,0,0,0,0,0,1,1,1,1,True,True,NO_APPROVED_WORKSHEETS,
1110403,111年度工作\111年度工作\111年度訂單(已完成)\1110403臻輊營造-里佳分校附設幼兒園新建教室工程,1110403臻輊營造-里佳分校附設幼兒園新建教室工程,35,6,0,1,0,15,9,0,5,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1110404,111年度工作\111年度工作\111年度訂單(已完成)\1110404宇博實業-芬園利民橋,1110404宇博實業-芬園利民橋,26,10,2,1,0,8,3,1,2,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110405,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程,1110405國倫水電-古坑所梅山站支援竹崎所機電工程,22,10,1,1,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110406,111年度工作\111年度工作\111年度訂單(已完成)\1110406宇博二林芳苑8號井,1110406宇博二林芳苑8號井,3,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1110410,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程,1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程,18,4,1,0,0,7,2,2,2,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110411,111年度工作\111年度工作\111年度訂單(已完成)\1110411証銓工業-粉體塗料,1110411証銓工業-粉體塗料,2,0,0,0,0,0,0,0,0,0,False,False,NO_APPROVED_WORKSHEETS,
1110501,111年度工作\111年度工作\111年度訂單(已完成)\1110501詠翔鑫-凱倫傘業有限公司 作業廠房、辦公室新建工程,1110501詠翔鑫-凱倫傘業有限公司 作業廠房、辦公室新建工程,112,7,0,1,0,9,35,2,52,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110504,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程,1110504三裕正-台江國家公園保育植物苗圃新建工程,18,4,0,1,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110505,111年度工作\111年度工作\111年度訂單(已完成)\1110505正安消防-開關箱,1110505正安消防-開關箱,14,4,0,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1110601,111年度工作\111年度工作\111年度訂單(已完成)\1110601三民營造-盤古臨時用電分電盤,1110601三民營造-盤古臨時用電分電盤,15,4,0,1,0,8,2,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1110606,111年度工作\111年度工作\111年度訂單(已完成)\1110606佑典-開關箱,1110606佑典-開關箱,17,5,0,1,0,7,1,1,0,1,False,True,WORKSHEET_REVIEW_REQUIRED,
1110701,111年度工作\111年度工作\111年度訂單(已完成)\1110701國倫高鐵台南車站清水池改善,1110701國倫高鐵台南車站清水池改善,25,10,1,1,0,10,2,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110704,111年度工作\111年度工作\111年度訂單(已完成)\1110704超控鏡面淨水場廢水處理,1110704超控鏡面淨水場廢水處理,48,8,1,1,0,8,16,2,5,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110706,111年度工作\111年度工作\111年度訂單(已完成)\1110706核陽工程-聯電 12A P3 CUB 2F DRYER一次配電,1110706核陽工程-聯電 12A P3 CUB 2F DRYER一次配電,23,5,0,1,0,10,1,1,3,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110707,111年度工作\111年度工作\111年度訂單(已完成)\1110707鈺興豐電錶更換,1110707鈺興豐電錶更換,3,0,0,0,0,0,0,0,0,0,False,False,NO_APPROVED_WORKSHEETS,
1110708,111年度工作\111年度工作\111年度訂單(已完成)\1110708華格-接地測試箱製作,1110708華格-接地測試箱製作,5,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1110801,111年度工作\111年度工作\111年度訂單(已完成)\1110801華格-內埔工業區汙水管路工程,1110801華格-內埔工業區汙水管路工程,24,8,0,1,0,10,5,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1110807,111年度工作\111年度工作\111年度訂單(已完成)\1110807正安消防-新市國小地下停車場電磁開關更換,1110807正安消防-新市國小地下停車場電磁開關更換,4,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1110808,111年度工作\111年度工作\111年度訂單(已完成)\1110808三裕正下營綠廊道追加接線箱,1110808三裕正下營綠廊道追加接線箱,3,0,0,0,0,0,0,0,0,0,False,False,NO_APPROVED_WORKSHEETS,
1110901,111年度工作\111年度工作\111年度訂單(已完成)\1110901京鼎(三裕正)-臺南市西港區姑媽供民眾休息廣場及周設施改造工程,1110901京鼎(三裕正)-臺南市西港區姑媽供民眾休息廣場及周設施改造工程,16,4,0,1,0,11,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120101,112年度工作\112年度工作\1120101顯茂工程-聯電P6 WH棟新建工程\1120101生管文件,1120101顯茂工程-聯電P6 WH棟新建工程,61,16,2,1,0,32,9,6,2,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120102,112年度工作\112年度工作\112年度工作(已完成)\1120102核陽工程-紅外線控制板\1120102生管文件,1120102核陽工程-紅外線控制板,19,5,0,0,0,6,2,2,2,2,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120103,112年度工作\112年度工作\1120103國倫-抗旱2.0緊急計畫伏流水\1120103生管文件,1120103國倫-抗旱2.0緊急計畫伏流水,36,12,1,1,0,15,2,0,9,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120104,112年度工作\112年度工作\112年度工作(已完成)\1120104華格水電-店鋪住宅新建工程\1120104生管文件,1120104華格水電-店鋪住宅新建工程,16,6,0,1,0,8,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120105,112年度工作\112年度工作\112年度工作(已完成)\1120105正安消防-開關箱\1120105生管文件,1120105正安消防-開關箱,13,5,0,0,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120106,112年度工作\112年度工作\1120106榮陳-東山加壓站新設管中加壓\1120106生管文件,1120106榮陳-東山加壓站新設管中加壓,26,11,1,1,0,13,2,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120107,112年度工作\112年度工作\1120107榮陳-112年麻豆監控中心\1120107生管文件,1120107榮陳-112年麻豆監控中心,23,11,1,1,0,13,2,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120108,112年度工作\112年度工作\1120108新陳-琉球鄉5000m3配水池\1120108生管文件,1120108新陳-琉球鄉5000m3配水池,18,10,1,1,0,8,1,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120201,112年度工作\112年度工作\112年度工作(已完成)\1120201立岳-南工處第三工務所辦公室整遷工程\1120201生管文件,1120201立岳-南工處第三工務所辦公室整遷工程,15,5,0,0,0,8,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120202,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\1120202生管文件,1120202榮陳-新竹富百田社區開發供水,24,11,1,1,0,12,1,2,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120203,112年度工作\112年度工作\1120203榮陳-佳里所將軍水質監控站\1120203生管文件,1120203榮陳-佳里所將軍水質監控站,17,10,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120204,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\1120204生管文件,1120204西富-聯電P34壓降改善工程,31,11,0,1,0,20,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120205,112年度工作\112年度工作\112年度工作(已完成)\1120205顯茂-變壓器購買\1120205生管文件,1120205顯茂-變壓器購買,3,1,0,0,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120206,112年度工作\112年度工作\1120206盛福-草屯淨水場儀表箱\1120206生管文件,1120206盛福-草屯淨水場儀表箱,28,10,1,1,0,12,6,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120207,112年度工作\112年度工作\112年度工作(已完成)\1120207顯茂-臨時盤\1120207生管文件,1120207顯茂-臨時盤,17,6,0,1,0,9,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120301,"112年度工作\112年度工作\1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程\1120301生管文件","1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程",40,12,1,1,0,24,3,2,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120302,112年度工作\112年度工作\112年度工作(已完成)\1120302核陽-聯電 12A P5 水車Q water 電氣工程\1120302生管文件,1120302核陽-聯電 12A P5 水車Q water 電氣工程,22,7,0,1,0,13,1,0,2,1,False,True,WORKSHEET_REVIEW_REQUIRED,
1120303,112年度工作\112年度工作\112年度工作(已完成)\1120303核陽-紅外線控制板追加,1120303核陽-紅外線控制板追加,4,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120304,112年度工作\112年度工作\1120304榮陳-東山及後壁區水質監控箱\1120304生管文件,1120304榮陳-東山及後壁區水質監控箱,17,10,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120305,112年度工作\112年度工作\1120305榮陳-鳥嘴潭管九追加PN2盤(臺中鐵路高架化騰空廊道下)\1120305生管文件,1120305榮陳-鳥嘴潭管九追加PN2盤(臺中鐵路高架化騰空廊道下),20,9,1,1,0,7,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120306,112年度工作\112年度工作\112年度工作(已完成)\1120306詠翔鑫-UPS購買\1120306生管文件,1120306詠翔鑫-UPS購買,4,2,0,0,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120307,112年度工作\112年度工作\1120307榮陳-中興嶺調整池B區\1120307生管文件,1120307榮陳-中興嶺調整池B區,19,10,1,1,0,10,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120308,112年度工作\112年度工作\1120308濬創-馬稠後儀表箱\1120308生管文件,1120308濬創-馬稠後儀表箱,26,11,2,2,0,12,2,1,2,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120309,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\1120309生管文件,1120309西富-聯電用消防箱,13,5,0,0,0,6,1,1,1,1,True,True,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED,
1120310,112年度工作\112年度工作\1120310榮陳-中興嶺調整池A區引水管,1120310榮陳-中興嶺調整池A區引水管,19,10,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120311,112年度工作\112年度工作\1120311榮陳-東港溪至鳳山水庫緩衝池段導水管\1120311生管文件,1120311榮陳-東港溪至鳳山水庫緩衝池段導水管,17,10,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120312,112年度工作\112年度工作\1120312國倫-大林新港增設深井機電\1120312生管文件,1120312國倫-大林新港增設深井機電,27,11,1,1,0,17,1,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120401,112年度工作\112年度工作\112年度工作(已完成)\1120401詠翔鑫-廣翰辦公室用開關箱\1120401生管文件,1120401詠翔鑫-廣翰辦公室用開關箱,14,7,0,1,0,7,1,1,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120402,112年度工作\112年度工作\112年度工作(已完成)\1120402西富-雙電源控制板(P3.4壓降改善工程)\1120402生管文件,1120402西富-雙電源控制板(P3.4壓降改善工程),11,5,0,0,0,7,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120404,112年度工作\112年度工作\112年度工作(已完成)\1120404亞翔-聯電P6現場更改工程,1120404亞翔-聯電P6現場更改工程,5,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120405,112年度工作\112年度工作\1120405榮陳-台中園區增設智慧用水系統\1120405 生管文件,1120405榮陳-台中園區增設智慧用水系統,29,13,2,1,0,19,1,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120406,112年度工作\112年度工作\1120406榮陳-溪湖二場東池等快濾設備改善\1120406 生管文件,1120406榮陳-溪湖二場東池等快濾設備改善,19,11,1,1,0,10,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120407,112年度工作\112年度工作\1120407榮陳-112年雲林廠圖控及機房設備升級改善分電盤\1120407生管文件,1120407榮陳-112年雲林廠圖控及機房設備升級改善分電盤,17,11,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120408,112年度工作\112年度工作\112年度工作(已完成)\1120408國策-北港農工乙級工配題目面板更換,1120408國策-北港農工乙級工配題目面板更換,5,3,0,0,0,0,0,0,1,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120409,112年度工作\112年度工作\112年度工作(已完成)\1120409宗正水位計更換,1120409宗正水位計更換,2,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120410,112年度工作\112年度工作\1120410國倫-竹崎所阿里山及樂野系統\1120410生管文件,1120410國倫-竹崎所阿里山及樂野系統,25,12,1,1,0,14,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120501,112年度工作\112年度工作\112年度工作(已完成)\1120501亞翔-聯電接地箱,1120501亞翔-聯電接地箱,5,3,0,0,0,0,0,0,1,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120502,112年度工作\112年度工作\1120502國倫-鳥嘴潭下游花壇員林系統聯通管\1120502生管文件,1120502國倫-鳥嘴潭下游花壇員林系統聯通管,19,11,1,1,0,10,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120503,112年度工作\112年度工作\1120503國倫竹崎鄉緞繻村等供水\1120503生管文件,1120503國倫竹崎鄉緞繻村等供水,23,10,1,1,0,8,1,0,7,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120504,112年度工作\112年度工作\1120504榮陳寶山鄉華安段社區水位站\1120504生管文件,1120504榮陳寶山鄉華安段社區水位站,19,10,1,1,0,8,1,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120505,112年度工作\112年度工作\1120505榮陳屏東科學園區深井機電\1120505生管文件,1120505榮陳屏東科學園區深井機電,30,10,1,1,0,8,13,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120506,112年度工作\112年度工作\112年度工作(已完成)\1120506核陽-聯電 12A P1_P2 CUB棟變壓器追加,1120506核陽-聯電 12A P1_P2 CUB棟變壓器追加,5,2,0,0,0,2,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120601,112年度工作\112年度工作\1120601宇博-鹽埔淨水場\1120601生管文件,1120601宇博-鹽埔淨水場,42,10,1,1,0,11,1,0,21,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120701,112年度工作\112年度工作\1120701正安消防-排煙機控制箱\1120701生管文件,1120701正安消防-排煙機控制箱,14,7,0,1,0,7,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120702,112年度工作\112年度工作\1120702榮陳-澎湖風櫃里增設配水池\1120702生管文件,1120702榮陳-澎湖風櫃里增設配水池,18,10,1,1,0,9,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120703,112年度工作\112年度工作\1120703榮陳-鳳山廠鳳林路管線汰換\1120703生管文件,1120703榮陳-鳳山廠鳳林路管線汰換,8,8,1,1,0,1,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120704,112年度工作\112年度工作\112年度工作(已完成)\1120704宗正廠房打掃整理,1120704宗正廠房打掃整理,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120705,112年度工作\112年度工作\1120705核陽-樣品箱製作,1120705核陽-樣品箱製作,4,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120706,112年度工作\112年度工作\1120706皓宇-希望之光教會新建工程\1120706生管文件,1120706皓宇-希望之光教會新建工程,29,9,0,0,0,8,2,0,13,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120707,112年度工作\112年度工作\1120707宗正產業-圍牆清除雜草砍樹,1120707宗正產業-圍牆清除雜草砍樹,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120708,112年度工作\112年度工作\1120708榮陳-彰南蓄配水池第一期工程\1120708生管文件,1120708榮陳-彰南蓄配水池第一期工程,95,11,1,1,0,13,17,0,58,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120801,112年度工作\112年度工作\1120801顯茂-聯電資源創生中心新建工程\1120801生管文件,1120801顯茂-聯電資源創生中心新建工程,81,24,2,3,0,32,11,0,28,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120802,112年度工作\112年度工作\1120802詠翔鑫-箱體製作\生管課用圖、鈑金施工圖、沖孔施工圖,1120802詠翔鑫-箱體製作,2,1,0,0,0,0,0,0,1,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120803,112年度工作\112年度工作\1120803瑨億水電-竹山鎮桂林里延管\1120803生管文件,1120803瑨億水電-竹山鎮桂林里延管,20,10,1,1,0,11,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120804,112年度工作\112年度工作\1120804亞睿科技-山上淨水場下游送水管3-1\1120804生管文件,1120804亞睿科技-山上淨水場下游送水管3-1,19,10,1,1,0,10,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120805,112年度工作\112年度工作\1120805核陽-聯電UT-16F開關箱工程,1120805核陽-聯電UT-16F開關箱工程,19,10,1,1,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120806,112年度工作\112年度工作\1120806核陽-氨氮場現場修改工程,1120806核陽-氨氮場現場修改工程,2,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120807,112年度工作\112年度工作\1120807榮陳-草屯平林加壓站配水池\1120807生管文件,1120807榮陳-草屯平林加壓站配水池,27,11,1,1,0,8,1,0,11,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120808,112年度工作\112年度工作\1120808榮陳-員林二場13號井機電\1120808生管文件,1120808榮陳-員林二場13號井機電,20,10,1,1,0,11,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120809,112年度工作\112年度工作\112年度工作(已完成)\1120809核陽-聯電UT8F開關箱工程,1120809核陽-聯電UT8F開關箱工程,3,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120901,112年度工作\112年度工作\1120901金展空調-電盤製作,1120901金展空調-電盤製作,5,3,0,0,0,0,0,0,1,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1120902,112年度工作\112年度工作\1120902辰永亮-佳里分行新建工程（佳里第一銀行行舍）\1120902生管文件,1120902辰永亮-佳里分行新建工程（佳里第一銀行行舍）,123,16,0,0,0,14,49,0,49,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120903,112年度工作\112年度工作\1120903新陳-歸仁所南北松加壓站\1120903生管文件,1120903新陳-歸仁所南北松加壓站,17,10,1,1,0,9,1,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120904,112年度工作\112年度工作\1120904新陳-鳥嘴潭下游送水管B-4-1\1120904生管文件,1120904新陳-鳥嘴潭下游送水管B-4-1,13,10,1,1,0,5,1,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120905,112年度工作\112年度工作\1120905新陳-鳥嘴潭下游水管B-5-1\1120905生管文件,1120905新陳-鳥嘴潭下游水管B-5-1,18,10,1,1,0,6,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120906,112年度工作\112年度工作\1120906榮陳-來義文樂100T配水池\1120906生管文件,1120906榮陳-來義文樂100T配水池,18,10,1,1,0,9,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120907,112年度工作\112年度工作\1120907榮陳-鳳山厝橋等增設監控設備\1120907生管文件,1120907榮陳-鳳山厝橋等增設監控設備,28,10,1,1,0,7,11,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120908,112年度工作\112年度工作\1120908 政東-板新24000清水池\1120908生管文件,1120908 政東-板新24000清水池,31,10,1,1,0,9,13,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120909,112年度工作\112年度工作\1120909飛達機電-曾文淨水場擴建工程第二期工程\1120909生管文件,1120909飛達機電-曾文淨水場擴建工程第二期工程,32,10,1,1,0,14,7,0,3,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120910,112年度工作\112年度工作\1120910華格-精材實業廠房新建工程\1120910生管文件,1120910華格-精材實業廠房新建工程,14,8,0,1,0,7,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120911,112年度工作\112年度工作\1120911核陽-隔離箱製作及零星工程\1120911生管文件,1120911核陽-隔離箱製作及零星工程,8,3,0,0,0,2,0,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1120912,112年度工作\112年度工作\1120912宗正-中山路6號廠房整理,1120912宗正-中山路6號廠房整理,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1121001,112年度工作\112年度工作\1121001西富-聯電P4零星工程\1121001生管文件,1121001西富-聯電P4零星工程,8,5,0,0,0,5,0,0,0,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121002,112年度工作\112年度工作\1121002宇博-竹崎鄉金獅村供水\1121002 生管文件,1121002宇博-竹崎鄉金獅村供水,21,10,1,1,0,10,1,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121003,112年度工作\112年度工作\1121003宇博-台水名牌,1121003宇博-台水名牌,3,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1121004,112年度工作\112年度工作\1121004昶源-台水名牌,1121004昶源-台水名牌,2,2,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1121005,112年度工作\112年度工作\1121005榮陳-苑裡鎮蕉埔里供水機電\1121005 生管文件,1121005榮陳-苑裡鎮蕉埔里供水機電,22,10,1,1,0,10,1,0,4,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121006,112年度工作\112年度工作\1121006宗正-中山路6號,1121006宗正-中山路6號,1,1,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1121007,112年度工作\112年度工作\1121007國倫-二水田中淨水場\1121007生管文件,1121007國倫-二水田中淨水場,25,10,1,1,0,15,2,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121101,112年度工作\112年度工作\1121101核陽-竹科聯電用開關箱,1121101核陽-竹科聯電用開關箱,4,3,0,0,0,0,0,0,0,0,False,False,WORKSHEET_REVIEW_REQUIRED,
1121102,112年度工作\112年度工作\1121102玖聖-屏東縣南州國中老舊校舍重建工程\1121102 生管文件,1121102玖聖-屏東縣南州國中老舊校舍重建工程,38,8,1,1,0,5,15,0,11,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121103,112年度工作\112年度工作\1121103西富-P4零星壁掛盤工程\1121103 生管文件,1121103西富-P4零星壁掛盤工程,15,7,0,2,0,8,1,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121104,112年度工作\112年度工作\1121104榮陳-嘉興淨水場二期\1121104 生管文件,1121104榮陳-嘉興淨水場二期,26,10,1,1,0,17,0,0,1,0,False,True,WORKSHEET_REVIEW_REQUIRED,
1121105,112年度工作\112年度工作\1121105利信鳥嘴潭下游送水管B-4\1121105 生管文件,1121105利信鳥嘴潭下游送水管B-4,37,10,1,1,0,8,20,0,2,0,False,True,WORKSHEET_REVIEW_REQUIRED,
